food_id,food_name,category,calories_kcal,carbs_g,protein_g,fat_g,sugar_g,fiber_g,calcium_mg,sodium_mg
271,조기조림,조림류,384.0,12.81,41.1,18.81,4.5,6.6000000000000005,339.0,1770.0
272,콩조림(콩자반),조림류,271.0,39.1,19.3,4.2,,16.8,95.0,1067.0
273,감자튀김_간편조리세트_몬스터 치즈 프라이,튀김류,1579.03,127.8486,32.519800000000004,104.1338,20.8972,11.74,193.71,1960.58
274,고구마맛탕,튀김류,492.0,94.6,3.3,11.0,38.7,9.0,66.0,76.0
275,고구마튀김,튀김류,253.0,33.8,2.72,11.87,7.72,2.0,25.0,148.0
276,고추튀김,튀김류,202.0,14.6,7.6,12.6,2.3,2.2,43.0,249.0
277,만두탕수,면 및 만두류,427.5,49.5,12.6,19.845,8.055,8.549999999999999,90.0,1449.0
278,멸치볶음_풋고추,볶음류,52.400000000000006,3.4060000000000006,4.65,2.24,1.4300000000000002,0.44,112.2,275.6
279,미역줄기볶음,볶음류,89.0,3.65,1.03,7.84,1.12,3.8,61.0,857.0
280,버섯볶음_양송이버섯,볶음류,136.5,10.995,4.5,8.295,1.2000000000000002,4.65,18.0,514.5
281,버섯볶음_표고버섯,볶음류,142.5,15.794999999999998,4.5,6.705,2.595,9.3,21.0,574.5
282,소고기볶음_간편조리세트_차돌박이숙주볶음,볶음류,712.17,23.5422,26.937,56.6415,3.6162,5.904,66.42,1095.93
283,소시지볶음,볶음류,472.0,31.8,18.8,29.9,8.9,2.8,90.0,1436.0
284,순대볶음_간편조리세트_매콤 깻잎 순대볶음,볶음류,961.14,130.33290000000002,16.7331,41.2248,21.4809,11.58,196.86,3317.67
285,순대볶음_간편조리세트_신림동 백순대볶음,볶음류,1707.3000000000002,171.3804,37.0728,97.39740000000002,23.495700000000003,13.821000000000002,243.90000000000003,2991.84
286,순대볶음,볶음류,584.0,76.72,20.72,21.32,5.4,10.8,132.0,1500.0
287,순대볶음_백순대,볶음류,196.0,22.45,3.62,10.23,1.69,4.0,54.0,443.0
288,오징어볶음,볶음류,120.0,9.84,10.28,4.38,4.55,2.0,31.0,403.0
289,오징어채볶음,볶음류,275.0,29.77,22.04,7.57,20.03,1.6,23.0,975.0
290,잔멸치볶음,볶음류,330.0,27.43,34.97,8.97,14.89,0.4,756.0,2096.0
291,잡채_간편조리세트_소고기 버섯 잡채,볶음류,537.6,102.2464,11.161600000000002,9.216,32.9728,5.12,102.4,1771.52
292,잡채_고추,볶음류,256.0,26.18,11.0,12.02,2.1,4.6,32.0,828.0
293,주꾸미볶음,볶음류,212.0,22.82,18.32,5.2,5.06,4.6,50.0,918.0
294,곱창볶음_돼지껍데기,볶음류,352.5,24.495,25.8,16.695,5.505,3.0,28.5,780.0
295,김치볶음_김치만,볶음류,132.0,7.17,2.63,10.35,2.99,3.4,104.0,782.0
296,느타리버섯볶음,볶음류,87.0,7.69,3.61,4.66,3.24,4.4,34.0,453.0
297,닭모래집볶음,볶음류,176.0,2.82,28.11,5.8,2.73,0.9,29.0,364.0
298,닭볶음(닭갈비)_간편조리세트_모짜렐라 치즈 닭갈비,볶음류,1292.9999999999998,119.12839999999998,99.9058,46.6342,56.11619999999999,16.377999999999997,870.6199999999999,4077.26
299,닭볶음(닭갈비)_간편조리세트_치즈 품은 닭갈비,볶음류,1574.4,176.7264,93.48,55.3008,43.788,17.712,1249.68,4546.08
300,닭볶음(닭갈비)_간편조리세트_치즈이불 닭갈비,볶음류,1317.0600000000002,117.8037,92.68200000000002,52.68240000000001,49.34910000000001,11.382,430.89,3365.82
301,닭볶음(닭갈비),볶음류,596.0,44.92,45.92,25.8,21.2,11.6,100.0,1536.0
302,돼지고기볶음_간편조리세트_돼지고기 숙주 볶음,볶음류,942.5,58.825,48.49,57.06999999999999,38.74,7.8,149.5,2275.0
303,돼지고기볶음,볶음류,350.0,18.22,22.96,20.66,8.2,3.0,44.0,1052.0
304,두부김치,볶음류,287.5,14.075,19.475,17.125,1.475,10.5,247.5,990.0
305,떡볶이_간편조리세트_달콤짭짤 궁중식 떡볶이,볶음류,1446.22,207.84,45.6382,47.9764,41.135,8.66,129.9,3169.56
306,떡볶이_간편조리세트_떡볶이 보통맛,볶음류,1553.65,255.2425,37.635,42.074000000000005,67.55,14.475,164.05,3898.6
307,떡볶이_간편조리세트_소불고기궁중떡볶이,볶음류,951.08,162.812,44.0076,13.702,45.3778,8.866000000000001,56.42,2498.6000000000004
308,떡볶이_간편조리세트_호로록 로제 떡볶이,볶음류,2024.0,332.75,48.07,56.1,45.32,26.4,1364.0,5478.0
309,떡볶이_치즈,볶음류,164.0,29.31,5.54,2.69,5.76,0.8,90.0,397.0
310,마파두부_간편조리세트_백리향 마파두부,볶음류,957.18,34.2804,55.0564,66.78,14.9884,7.42,296.8,2715.72
311,머위나물볶음,볶음류,108.0,7.605,3.495,7.005,1.7999999999999998,5.25,108.0,718.5
312,생선전_동태,전·적 및 부침류,268.5,10.53,22.635,15.044999999999998,0.2249999999999999,3.45,48.0,702.0
313,소고기산적,전·적 및 부침류,454.0,7.34,48.4,25.56,0.0,3.0,22.0,1392.0
314,소라산적,전·적 및 부침류,120.0,6.448,17.919999999999998,2.5120000000000005,0.8480000000000001,0.48,97.6,396.8
315,스크램블드에그,전·적 및 부침류,149.0,1.61,9.99,10.98,1.39,0.0,66.0,145.0
316,오징어산적,전·적 및 부침류,101.6,3.6,17.376,1.976,0.912,0.8800000000000001,16.0,476.8
317,완자전_소고기(동그랑땡/육원전),전·적 및 부침류,309.0,12.675,19.62,19.995,0.975,3.6,99.0,553.5
318,채소전,전·적 및 부침류,194.0,21.6,5.4,9.5,2.4,3.1,28.0,322.0
319,파전,전·적 및 부침류,292.5,34.8,6.84,14.025,0.78,6.15,46.5,346.5
320,해물파전_간편조리세트_모둠해물파전,전·적 및 부침류,2726.5,229.957,90.573,160.797,26.866000000000003,17.290000000000003,385.7000000000001,3923.5
321,햄부침,전·적 및 부침류,244.0,11.3,11.3,17.1,1.0,1.6,33.0,716.0
322,호박전,전·적 및 부침류,208.5,16.095,6.48,13.095,2.85,6.9,48.0,277.5
323,홍합산적,전·적 및 부침류,156.8,10.576,17.784000000000002,4.800000000000001,3.3360000000000003,1.4400000000000002,49.6,720.0
324,화양적,전·적 및 부침류,273.0,21.345,13.575,14.775,1.215,8.55,210.0,796.5
325,감바스_간편조리세트_감바스 알 아히요,볶음류,1435.84,121.79,73.58680000000001,72.9458,9.3586,12.179,346.14,5269.02
326,감자볶음_감자만,볶음류,134.0,16.18,1.9,6.86,1.44,2.2,30.0,353.0
327,고추잡채_간편조리세트_고추잡채 꽃빵키트,볶음류,934.08,125.1,37.5856,31.2472,26.5212,9.452,172.36,1106.4399999999998
328,황태구이,구이류,438.0,26.9,47.8,15.4,14.2,3.0,280.0,1136.0
329,훈제오리,구이류,797.5,12.075,43.05,64.075,0.275,1.25,37.5,1220.0
330,고추전,전·적 및 부침류,274.5,17.009999999999998,12.915,17.22,2.175,7.5,66.0,361.5
331,굴전,전·적 및 부침류,195.0,14.5,10.6,10.5,1.3,2.4,36.0,326.0
332,깻잎전,전·적 및 부침류,361.5,14.55,17.73,25.77,1.065,4.65,109.5,480.0
333,꼬치구치_낙지,전·적 및 부침류,75.2,2.824,13.144,1.2720000000000002,0.0,0.5599999999999999,18.4,207.2
334,녹두빈대떡,전·적 및 부침류,208.0,20.93,7.94,10.27,0.1,4.6,21.0,232.0
335,달걀말이_달걀만,전·적 및 부침류,210.0,4.83,13.3,15.31,0.4,0.0,68.0,328.0
336,달걀말이_채소,전·적 및 부침류,183.0,4.62,11.15,13.31,1.29,0.6,64.0,297.0
337,동태전,전·적 및 부침류,195.0,6.11,16.48,11.63,0.26,0.1,31.0,318.0
338,두부부침,전·적 및 부침류,144.0,2.69,12.13,9.4,0.33,0.7,241.0,132.0
339,두부전,전·적 및 부침류,255.0,7.5,20.46,15.87,0.03,4.199999999999999,253.5,316.5
340,미나리전,전·적 및 부침류,226.5,34.230000000000004,5.235,7.62,1.7399999999999998,3.75,33.0,249.0
341,배추전,전·적 및 부침류,240.0,35.52,5.16,8.67,5.025,4.5,48.0,327.0
342,버섯전,전·적 및 부침류,240.0,16.200000000000003,10.53,14.865,2.745,5.4,42.0,313.5
343,새우전,전·적 및 부침류,188.0,11.57,9.99,11.33,1.87,1.0,57.0,349.0
344,생선전_가자미,전·적 및 부침류,231.0,6.915000000000001,25.755000000000003,11.07,0.3,1.35,346.5,819.0
345,마늘장아찌,장아찌·절임류,113.0,25.36,2.43,0.16,15.03,2.9,7.0,1127.0
346,돼지불고기_간편조리세트_매콤 콩나물불고기,구이류,997.02,72.1404,55.43639999999999,53.8182,24.5862,7.83,120.06,2140.2
347,돼지불고기_삼겹살_오징어,구이류,364.0,20.5,25.6,19.9,7.6,4.2,42.0,886.0
348,막창구이_소고기,구이류,358.0,0.4,15.34,32.73,1.36,0.2,13.0,162.0
349,소불고기,구이류,372.0,13.46,20.66,26.2,6.68,1.8,36.0,936.0
350,스테이크_간편조리세트_그레이프 소스 스테이크,구이류,729.81,40.4019,52.8993,39.8772,21.5604,10.494,90.63,691.65
351,스테이크_간편조리세트_뉴욕스테이크&크림뇨끼,구이류,783.2,68.4855,38.7595,39.1155,8.277000000000001,4.8950000000000005,66.75,970.1
352,스테이크_간편조리세트_부채살 찹스테이크,구이류,765.5999999999999,25.839,48.19799999999999,52.374,18.096,5.22,43.5,1061.4
353,스테이크_간편조리세트_파빌리온 양갈비 스테이크,구이류,838.05,72.5385,52.503,37.74,35.9085,18.87,177.6,1942.5
354,스테이크_간편조리세트_프라임스테이크 부채살,구이류,1177.38,35.6379,68.1741,84.8853,13.9893,7.596,50.64,582.36
355,연어구이,구이류,234.0,0.2,24.78,14.94,0.55,0.0,14.0,158.0
356,오겹살구이_돼지고기,구이류,408.0,2.72,20.18,35.14,0.72,0.0,9.0,76.0
357,임연수구이,구이류,495.0,3.5,53.8,29.4,0.0,1.0,267.5,1570.0
358,장어구이_붕장어_소금,구이류,297.0,11.6,26.0,16.2,0.4,1.0,164.0,125.0
359,장어구이_양념,구이류,433.5,8.805,30.765,30.555,4.1850000000000005,1.35,216.0,705.0
360,차돌박이구이_소고기,구이류,488.0,1.31,17.94,45.69,0.33,0.0,5.0,93.0
361,콘치즈구이,구이류,224.0,17.56,9.51,12.85,7.31,0.5,266.0,313.0
362,함박스테이크_간편조리세트_더블체다 함박스테이크,구이류,1120.77,82.3084,58.707,62.0278,27.5152,11.86,349.87,2039.92
363,함박스테이크,구이류,458.0,20.76,26.96,29.64,5.34,5.6,82.0,950.0
364,해물찜_간편조리세트_낙지한마리해물찜,찜류,742.7199999999999,63.4688,55.95719999999999,29.793199999999995,53.172,16.035999999999998,329.16,4144.04
365,해물찜_간편조리세트_백합&바지락통찜,찜류,377.79,52.8135,25.5201,7.3245,16.4994,13.107,400.92,2536.59
366,해물찜,찜류,400.0,35.4,42.6,9.8,5.5,10.5,565.0,2135.0
367,가자미구이,구이류,151.0,0.76,22.61,6.42,0.58,0.0,186.0,489.0
368,갈매기살구이_돼지고기,구이류,312.0,0.28,26.98,22.6,0.0,0.0,13.0,124.0
369,갈비구이_돼지고기,구이류,294.0,5.78,19.58,21.39,5.7,0.0,46.0,389.0
370,갈비구이_소고기,구이류,309.0,7.13,20.94,21.81,6.69,0.0,44.0,447.0
371,갈비구이_소고기_양념,구이류,990.0,26.19,60.09,71.61,13.89,7.5,84.0,1377.0
372,갈비구이_왕갈비_양념,구이류,481.5,13.695,27.105,35.295,6.795,1.35,31.5,549.0
373,갈치구이_기름,구이류,209.0,0.83,22.12,13.04,0.0,0.0,27.0,395.0
374,꼬치구이_닭고기,구이류,176.39999999999998,13.349,11.563999999999998,8.568,3.15,2.1,17.5,287.0
375,꿩불고기,구이류,370.0,39.7,33.5,8.5,16.9,10.0,105.0,1265.0
376,대창구이_소고기,구이류,595.0,4.05,9.11,60.25,1.13,0.3,10.0,126.0
377,더덕구이,구이류,184.0,31.1,3.1,5.2,11.6,6.8,46.0,743.0
378,돼지갈비구이_간장,구이류,240.0,8.1,19.5,14.4,4.5,0.3,47.0,405.0
379,돼지껍데기구이,구이류,348.0,3.37,23.74,26.64,3.42,0.0,7.0,475.0
380,돼지불고기_간편조리세트_기사식당 돼지불고기,구이류,671.15,34.9864,44.3825,39.3164,23.9016,9.093,134.23,1268.69
381,돼지불고기_간편조리세트_대파고추장불고기,구이류,1245.75,91.8835,89.0145,57.833,74.51849999999999,9.815,83.05,2778.4
382,닭찜_간편조리세트_안동식 찜닭,찜류,1316.48,187.5984,69.8896,32.1376,60.3064,10.648,319.44,2545.84
383,닭찜_안동찜닭,찜류,1365.0,139.5,114.15,38.85,66.75,30.0,525.0,5460.0
384,대구찜,찜류,375.0,24.700000000000003,51.7,7.9,5.699999999999999,8.5,425.0,1900.0
385,동태찜,찜류,395.0,25.8,50.9,9.7,5.699999999999999,9.5,370.0,1985.0
386,동파육,찜류,191.0,4.15,8.99,15.41,0.74,1.6,27.0,299.0
387,돼지갈비찜_간편조리세트_국내산순살돼지갈비찜,찜류,1074.0,78.76,90.57399999999998,43.9445,54.6845,5.369999999999999,116.35,3705.3
388,돼지고기_간,찜류,164.0,1.56,29.36,4.44,0.2,0.0,9.0,62.0
389,돼지고기_머리고기,찜류,650.0,3.5,42.4,52.0,0.1,3.2,26.0,334.0
390,돼지고기_허파,찜류,91.0,0.02,17.27,2.41,0.0,0.0,12.0,85.0
391,돼지등갈비찜,찜류,963.0,57.42,72.09,49.185,24.12,8.1,162.0,2394.0
392,북어찜,찜류,235.5,18.0,28.095,5.699999999999999,6.404999999999999,3.0,171.0,901.5
393,붕어찜,찜류,836.0,71.61,54.34,36.85,16.169999999999998,42.9,979.0,3949.0
394,수란_중탕,찜류,145.0,0.2,12.3,11.7,,0.0,55.0,110.0
395,순대,찜류,543.0,58.35,19.56,25.65,3.51,12.6,105.0,1020.0
396,아귀찜_간편조리세트_쫀득쫀득아귀찜,찜류,1198.89,99.1809,104.0076,43.4403,26.0019,15.57,685.08,4063.77
397,아귀찜,찜류,312.0,17.48,48.32,5.32,0.68,6.4,216.0,1408.0
398,오징어순대,찜류,465.5,58.31,45.71,5.6000000000000005,0.385,4.55,77.0,1260.0
399,조기찜,찜류,182.0,1.64,20.06,10.59,0.0,0.4,121.0,602.0
400,족발,찜류,220.0,0.0,28.91,11.65,0.28,0.0,13.0,332.0
401,청국장찌개_간편조리세트_영월식 청국장,찌개 및 전골류,672.66,48.9042,55.3581,28.4517,12.726,18.18,363.6,3472.38
402,청국장찌개_간편조리세트_우삼겹 청국장찌개,찌개 및 전골류,640.8,26.5932,44.6958,39.0888,7.0488,15.219,280.35,2186.73
403,청국장찌개_두부_채소,찌개 및 전골류,79.0,2.94,6.32,4.63,1.95,2.2,144.0,447.0
404,추어탕,찌개 및 전골류,320.0,26.8,22.7,13.2,0.0,19.0,560.0,2640.0
405,해물탕_간편조리세트_바다를 품은 해물탕,찌개 및 전골류,401.28,24.5632,49.9776,11.6736,10.4576,10.944,328.32,4888.32
406,해물탕,찌개 및 전골류,270.0,16.62,39.78,4.68,0.78,6.0,492.0,2046.0
407,해신탕,찌개 및 전골류,57.0,2.03,7.93,1.88,0.41,0.8,28.0,266.0
408,호박찌개,찌개 및 전골류,96.0,12.21,5.61,2.61,5.79,4.199999999999999,84.0,1023.0
409,훠궈_소고기,찌개 및 전골류,93.0,6.83,4.81,5.11,1.13,1.8,16.0,390.0
410,갈비찜_고춧가루,찜류,516.0,23.700000000000003,61.29,19.71,10.71,8.399999999999999,63.0,1140.0
411,갈비찜_소고기,찜류,495.0,13.15,49.85,26.95,4.325,1.0,47.5,752.5
412,김치찜_간편조리세트_돼지고기 김치찜,찜류,679.0,40.25,70.98,25.69,19.88,7.700000000000001,168.0,2884.0
413,김치찜_간편조리세트_돼지고기 묵은지찜,찜류,348.40000000000003,20.033,32.830000000000005,15.142,4.757,8.71,120.6,3269.6
414,깻잎찜,찜류,112.0,13.6,3.96,4.6,6.5,3.7,110.0,839.0
415,꼬막무침,찜류,107.0,7.69,8.34,4.72,4.28,1.8,83.0,516.0
416,꼬막찜_참꼬막,찜류,90.4,4.5920000000000005,12.472,2.504,0.0,1.7600000000000002,62.400000000000006,234.4
417,달걀찜_달걀만,찜류,108.0,1.03,9.01,7.5,0.81,0.0,58.0,375.0
418,달걀찜_채소,찜류,89.0,4.46,4.76,5.77,0.0,0.3,35.0,329.0
419,들깻잎장아찌,장아찌·절임류,124.0,26.0,4.03,0.42,16.41,4.4,178.0,1809.0
420,불고기전골_간편조리세트_서울식 소불고기전골,찌개 및 전골류,835.1199999999999,83.3514,47.8588,34.850199999999994,42.559,11.242,96.36,2376.88
421,불고기전골_간편조리세트_서울식 육수불고기,찌개 및 전골류,957.12,125.0238,67.0981,20.538200000000003,40.3785,15.952000000000002,139.58,2492.5
422,불고기전골_간편조리세트_서울식불고기전골,찌개 및 전골류,621.97,74.4847,56.735800000000005,10.619,29.5815,9.102,151.7,3807.67
423,불낙전골_간편조리세트_이게불낙이야,찌개 및 전골류,701.82,59.26480000000001,73.524,19.495,5.9042,3.342,222.8,4712.22
424,샤브샤브_간편조리세트_소고기 샤브샤브,찌개 및 전골류,573.24,50.4114,45.6906,21.2436,39.7896,11.802,101.16,4029.54
425,샤브샤브_간편조리세트_소고기스키야키,찌개 및 전골류,778.24,88.57600000000001,63.79520000000001,18.2272,37.5808,4.096,102.4,4239.36
426,샤브샤브_간편조리세트_일호식 스키야키,찌개 및 전골류,629.34,44.9176,41.4624,32.084,29.3692,8.638,246.8,3887.1
427,샤브샤브_소고기,찌개 및 전골류,264.0,14.7,29.1,9.78,2.4000000000000004,9.6,96.0,1122.0
428,소고기전골_간편조리세트_어복쟁반,찌개 및 전골류,596.81,22.7433,54.6807,31.6148,6.7746,11.291,96.78,3742.16
429,소고기전골_간편조리세트_파빌리온 얼큰 소고기 전골,찌개 및 전골류,896.4399999999999,33.0332,54.032,60.6632,8.1048,17.191999999999997,282.44,4469.92
430,소고기전골_간편조리세트_평양식 어복쟁반,찌개 및 전골류,1398.4,98.43999999999998,129.16799999999998,54.096,11.223999999999998,23.92,147.2,3992.8
431,순두부찌개_간편조리세트_강릉식 짬뽕 순두부,찌개 및 전골류,383.04,25.3536,34.4736,15.868799999999998,9.4848,10.032,182.4,3419.9999999999995
432,순두부찌개_간편조리세트_우삼겹 순두부찌개,찌개 및 전골류,687.14,38.9912,56.5692,33.3982,19.176,15.98,303.62,4730.08
433,순두부찌개_간편조리세트_짬뽕순두부찌개,찌개 및 전골류,693.09,43.488,51.9138,34.2468,9.513,12.231,244.62,5734.98
434,순두부찌개_간편조리세트_해물짬뽕순두부,찌개 및 전골류,1090.74,72.64739999999999,68.1198,57.8298,26.1366,12.348,391.02,6976.619999999999
435,매운탕_광어,찌개 및 전골류,420.0,9.12,58.44,16.62,1.44,4.199999999999999,864.0,1800.0
436,매운탕_대구,찌개 및 전골류,360.0,16.86,57.36,7.199999999999999,1.08,9.0,438.0,1986.0
437,매운탕_메기,찌개 및 전골류,402.0,48.6,28.62,10.2,5.699999999999999,10.2,396.0,1860.0
438,매운탕_서더리,찌개 및 전골류,30.0,0.63,4.02,1.27,0.0,0.5,23.0,189.0
439,매운탕_아귀,찌개 및 전골류,43.0,2.32,6.85,0.71,0.52,1.4,45.0,345.0
440,매운탕_우럭,찌개 및 전골류,408.0,11.22,52.14,17.04,1.08,7.800000000000001,780.0,1776.0
441,매운탕_조기,찌개 및 전골류,384.0,17.28,35.099999999999994,19.38,4.32,12.0,1134.0,2274.0
442,매운탕_짱뚱어,찌개 및 전골류,186.0,16.62,11.52,8.52,2.4000000000000004,8.399999999999999,330.0,2052.0
443,밀푀유나베_간편조리세트_매콤 밀푀유나베,찌개 및 전골류,697.9499999999999,31.9788,52.4097,39.4659,19.035,11.421,177.66,5037.929999999999
444,밀푀유나베_간편조리세트_밀푀유나베,찌개 및 전골류,596.52,29.826,57.166500000000006,27.1748,22.535200000000003,11.599,132.56,4175.64
445,버섯전골_간편조리세트_남도식 들깨 버섯전골,찌개 및 전골류,387.2,43.9472,20.7152,14.52,9.196,18.392,251.68,2671.68
446,버섯찌개,찌개 및 전골류,168.0,15.4,14.72,5.2,4.4,8.0,72.0,1292.0
447,부대찌개_간편조리세트_오뎅식당 부대찌개,찌개 및 전골류,1700.85,79.4121,73.5471,120.93630000000002,14.7798,11.73,504.39,6076.14
448,부대찌개_간편조리세트_의정부식부대찌개,찌개 및 전골류,1352.56,136.53199999999998,42.8736,70.818,16.0776,19.14,242.44,4823.28
449,부대찌개_간편조리세트_햄듬뿍부대찌개,찌개 및 전골류,843.1800000000001,77.3214,43.6839,40.0062,14.082900000000002,7.176000000000001,206.31,4153.110000000001
450,부대찌개,찌개 및 전골류,402.0,39.72,18.42,18.6,6.18,9.0,90.0,2322.0
451,김치찌개,찌개 및 전골류,244.0,11.92,15.08,15.0,3.04,8.4,152.0,1964.0
452,김치찌개_김치만,찌개 및 전골류,46.0,2.95,1.55,3.09,1.3,1.7,38.0,507.0
453,김치찌개_햄,찌개 및 전골류,189.0,12.69,11.1,10.41,3.6,8.399999999999999,102.0,1584.0
454,꽁치찌개,찌개 및 전골류,354.0,12.21,24.0,23.31,5.91,9.3,219.0,1296.0
455,꽃게탕_간편조리세트_3마리꽃게탕,찌개 및 전골류,318.76,30.282200000000003,31.6308,7.601199999999999,13.976399999999998,12.26,514.92,4707.84
456,나베_간편조리세트_통등심가스나베,찌개 및 전골류,1982.2,183.1786,63.0806,111.0032,41.1598,9.328,116.6,4815.58
457,낙지전골_간편조리세트_낙곱새,찌개 및 전골류,812.24,118.88240000000002,50.4881,15.1372,29.4437,14.768,507.65,6691.75
458,돼지고기찌개_간편조리세트_돼지고기 짜글이,찌개 및 전골류,758.16,42.4008,73.4292,32.572799999999994,32.85359999999999,5.616,112.32,3545.1
459,돼지고기찌개_간편조리세트_돼지고기고추장찌개,찌개 및 전골류,270.97,29.198400000000003,23.8896,6.2489,14.2121,9.954,143.78,2549.33
460,된장찌개_간편조리세트_고깃집 된장찌개,찌개 및 전골류,764.5,37.80800000000001,53.5845,43.9935,12.0235,8.34,361.4,2647.9500000000003
461,된장찌개_간편조리세트_구수한 버섯된장찌개,찌개 및 전골류,120.9,18.042,8.323500000000001,1.8600000000000003,10.044000000000002,6.51,37.2,1371.75
462,된장찌개_우렁_강된장,찌개 및 전골류,136.0,16.09,7.28,4.74,8.82,3.0,113.0,1547.0
463,두부전골,찌개 및 전골류,315.0,17.1,25.6,16.1,3.5,7.5,410.0,1650.0
464,두부찌개_새우젓,찌개 및 전골류,165.0,7.199999999999999,16.200000000000003,8.100000000000001,1.71,6.0,225.0,1122.0
465,마라탕_간편조리세트_마라탕,찌개 및 전골류,768.24,49.9356,40.5072,44.959500000000006,16.7616,32.301,288.09000000000003,3710.25
466,마라탕,찌개 및 전골류,66.0,5.1,3.91,3.27,0.26,1.0,21.0,358.0
467,만두전골_간편조리세트_얼큰왕만두전골,찌개 및 전골류,1328.25,201.0085,47.2857,36.6597,27.981800000000003,23.023000000000003,407.33,6871.4800000000005
468,만두전골,찌개 및 전골류,57.0,5.55,3.61,2.23,0.7,1.5,36.0,250.0
469,어탕,국 및 탕류,85.5,1.815,12.705000000000002,3.09,0.0,1.0499999999999998,79.5,484.5
470,연포탕,국 및 탕류,540.0,20.2,94.9,9.0,0.2,14.0,550.0,2340.0
471,오이냉국,국 및 탕류,19.0,3.92,0.5,0.09,3.48,0.3,16.0,328.0
472,올갱이국,국 및 탕류,144.0,13.02,13.68,4.199999999999999,1.62,6.0,390.0,2016.0
473,전복탕,국 및 탕류,198.0,15.78,26.82,3.0,1.32,6.0,162.0,1776.0
474,조개국_바지락,국 및 탕류,159.5,10.12,22.0,3.08,1.3199999999999998,8.25,368.5,1595.0
475,지리탕_대구,국 및 탕류,264.0,9.9,41.58,6.18,1.5,4.199999999999999,342.0,1476.0
476,지리탕_복,국 및 탕류,234.0,10.32,41.7,2.7,1.38,5.4,240.0,1350.0
477,초당순두부,국 및 탕류,522.0,15.84,49.14,29.160000000000004,0.9,10.8,333.0,1206.0
478,해장국_뼈다귀,국 및 탕류,710.0,23.4,74.6,35.7,5.699999999999999,17.0,670.0,3090.0
479,해장국_선지,국 및 탕류,310.0,16.7,49.3,5.4,3.9,10.0,210.0,3070.0
480,해장국_우거지,국 및 탕류,156.0,13.5,11.88,5.88,2.52,8.399999999999999,198.0,2052.0
481,홍합탕_홍합만,국 및 탕류,29.0,2.28,3.68,0.57,0.0,0.6,32.0,303.0
482,황태해장국,국 및 탕류,180.0,5.699999999999999,24.48,6.779999999999999,1.5,5.4,162.0,1536.0
483,무국물,국 및 탕류,3.0,0.55,0.16,0.0,0.36,0.0,2.0,2.0
484,고등어찌개,찌개 및 전골류,600.0,25.62,48.900000000000006,33.72,7.38,15.6,264.0,2586.0
485,곱창전골_간편조리세트_대한곱창 곱창전골,찌개 및 전골류,1813.0,112.0175,74.98049999999999,117.9745,13.986,49.21,414.4,4144.0
486,곱창전골_간편조리세트_소곱창순대전골,찌개 및 전골류,987.0,110.0176,51.982000000000006,37.1112,26.0568,23.688,368.48,4395.44
487,곱창전골_소고기,찌개 및 전골류,528.0,29.22,41.58,27.3,2.28,13.2,150.0,1782.0
488,된장국_감자,국 및 탕류,40.0,6.11,1.63,1.04,1.05,0.7,20.0,332.0
489,된장국_무,국 및 탕류,103.5,14.715,6.12,2.385,5.8950000000000005,5.8500000000000005,90.0,1741.5
490,된장국_시금치,국 및 탕류,21.0,1.54,1.69,0.84,0.64,0.6,32.0,351.0
491,된장국_시래기,국 및 탕류,99.0,10.98,6.705,3.1049999999999995,1.305,5.8500000000000005,211.5,1525.5
492,된장국_우렁,국 및 탕류,245.0,19.2,24.6,7.7,3.6,8.0,655.0,2135.0
493,매생이국,국 및 탕류,120.0,13.4,10.0,2.8000000000000003,0.4,9.5,125.0,1420.0
494,무국_소고기,국 및 탕류,124.0,7.8,14.2,4.0,3.52,3.2,60.0,1068.0
495,묵말이_도토리묵,국 및 탕류,468.0,89.7,6.76,8.450000000000001,6.24,14.3,169.0,3211.0
496,미소된장국,국 및 탕류,37.5,2.805,2.805,1.7999999999999998,0.705,0.75,27.0,517.5
497,미역국_굴,국 및 탕류,17.0,1.37,1.43,0.64,0.0,0.8,26.0,298.0
498,미역국_바지락,국 및 탕류,9.0,0.95,0.89,0.22,0.0,0.8,31.0,318.0
499,미역국_북어,국 및 탕류,19.0,1.04,2.46,0.56,0.0,0.8,31.0,295.0
500,미역국_참치,국 및 탕류,19.0,0.9,2.62,0.57,0.0,0.7,25.0,309.0
501,미역국_홍합,국 및 탕류,169.0,11.57,19.695,4.68,0.0,9.75,227.5,2041.0
502,새우탕_간편조리세트_전복민물새우탕,국 및 탕류,889.84,160.0123,45.2865,7.1505,14.4599,7.945,1318.87,4036.06
503,소탕,국 및 탕류,87.0,1.905,7.649999999999999,5.355,0.03,1.7999999999999998,82.5,354.0
504,순대국,국 및 탕류,544.0,17.28,43.52,33.04,0.0,26.4,104.0,1504.0
505,아구탕,국 및 탕류,246.0,12.78,37.8,4.92,1.7999999999999998,6.6000000000000005,300.0,1866.0
506,어묵국(어묵탕)_간편조리세트_프리미엄 이자카야어묵탕,국 및 탕류,954.27,152.2683,48.1284,17.4258,41.7666,11.064,912.78,5614.9800000000005
507,쌀죽(흰죽)_삼광,죽 및 스프류,53.0,11.51,0.89,0.1,0.0,0.0,1.0,0.0
508,쌀죽(흰죽)_새일미,죽 및 스프류,55.0,11.72,1.09,0.17,0.0,0.0,0.0,0.0
509,쌀죽(흰죽)_신동진,죽 및 스프류,53.0,11.42,0.96,0.15,0.0,0.0,1.0,0.0
